User_ID,Cause_of_Death,Last_Post_Time,Comment_Time,Relative_Elapsed_Time,Commenter_Name,Comment,Tree_Hole,Wailing_Wall,Not_Related,Comments_Split
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-26 23:26:30,3.0,秘蜜豆包,玫瑰以另一种方式生长,No,Yes,No,"玫瑰,以,另一种,方式,生长,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 17:57:12,3.0,招摇山·,你明明不是已经买了新房子马上也要装修好了么 你的人生马上就要开始了宝贝 为什么阿，我约了稿子你还没开始画呢,No,Yes,No,"你,明明,不是,已经,买,新房子,马上,装修,好,么,你,人生,马上,就要,开始,宝贝,为什么,阿,我,约,稿子,你,还没,开始,画"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 19:36:16,4.0,元气木,我真的在地铁上得知你的消息 哭到不行.......看着你买房啊 得到自己的房产证 那么开心..........为什么呢....你在另一个世界一定要开开心心啊 不要说自己不行好不好 你一只都是我心中第一名啊！！！！！,No,Yes,No,"我,真的,地铁,上,得知,你,消息,哭,不行,.,.,.,.,.,.,.,看着,你,买房,得到,自己,房产证,那么,开心,.,.,.,.,.,.,.,.,.,.,为什么呢,.,.,.,.,你,另一个,世界,一定要,开,开心,心,不要说,自己,不行,好不好,你,一只,都是,我,心中,第一名"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 00:43:08,3.0,_開心市民小鈔,玫瑰花永远都不会枯萎,No,Yes,No,"玫瑰,花,永远,不会,枯萎,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 18:45:51,3.0,那还不赶紧开溜,我能问问是出什么事儿了吗？如果粉丝不方便说也没关系……博主晚安…,No,No,Yes,"我,问问,出什么,事儿,如果,粉丝,不方便,说,没关系,…,…,博主,晚安,…"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 20:11:19,4.0,可可熙哩,可是  你们是知道知道她的这个消息的...微博里真的没看出来啊...,No,No,Yes,"可是, ,你们,知道,知道,她,这个,消息,.,.,.,微博,里,真的,看出来,.,.,.,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-23 23:03:15,0.0,吃面条不留汤,“这双手虽小，但却属于我”。,No,No,Yes,"“,这双手,虽小,属于,我,”"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 09:41:56,3.0,聆听我的复仇计划尼子版,你成为天上的星星后我们就是你在这世上的星星,No,Yes,No,"你,成为,天上,星星,后,我们,就是,你,世上,星星,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 01:19:31,3.0,小熊小与Chialer,…代代？,No,Yes,No,"…,代代"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 19:43:20,4.0,默片·,死亡是另一场更伟大的冒险,Yes,No,No,"死亡,另,一场,更,伟大,冒险,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2021-01-18 20:14:12,56.0,IRalltoowell,代代！我今天去做抗疫志愿者了！虽然很累但是开心,Yes,Yes,No,"代代,我,今天,做,抗疫,志愿者,虽然,很累,但是,开心,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 19:51:58,4.0,-七分温柔-,玫瑰永不枯萎。,No,Yes,No,"玫瑰,永不,枯萎"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 11:55:49,3.0,Stictablly,晚安代代,No,Yes,No,"晚安,代代"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 19:21:44,4.0,面包大王耶,你一定是一颗很亮很亮的星星。,No,Yes,No,"你,一定,一颗,很亮,很亮,星星,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 00:27:24,3.0,Real小童,代代你真的离开我们了吗,No,Yes,No,"代代,你,真的,离开,我们,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-12-03 16:41:30,9.0,李6120,工作室在重庆市九街万汇中心2栋2212，不用谢，重庆的兄弟加油,No,No,Yes,"工作,室,重庆市,九街,万汇中心2栋,2212,不用,谢,重庆,兄弟,加油,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-28 12:01:11,4.0,BMLNT,天啊！你还在吗？我们那么早就互关了，偶尔也会有互动，怎么突然就看到这样的消息？你在干什么？拜托了，请回复我！！,No,Yes,No,"天啊,你,还在,我们,那么,早就,互,关,偶尔,互动,怎么,突然,看到,这样的,消息,你,干什么,拜托,请,回复,我"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-12-05 10:59:38,11.0,半世纪之旅A,来来来，看杀人凶手,No,No,Yes,"来来来,杀人,凶手,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-28 00:18:43,4.0,好运砸到我了,你也是我喜欢画画的动力之一 之前真的好喜欢你的画 经常给你微博点赞 某一天看见你买了房子 当时真羡慕这个女孩儿 年纪不大 长得好看 经济独立还有特长 和很多人骄傲的谈及到你 我说我也想像你一样这么优秀 过自己想要的生活 刚刚看到这个消息心里一震  愿你在世界的另一边也能做自己喜欢的事情,No,Yes,No,"你,也是,我,喜欢,画画,动力,之一,之前,真的好,喜欢,你,画,经常,你,微博,点赞,某一天,看见,你,买,房子,当时,真,羡慕,这个,女孩,儿,年纪,不大,长,得,好看,经济,独立,还有,特长,很多人,骄傲,谈及,你,我,说,我,想像,你,一样,这么,优秀,过,自己,想要,生活,刚刚,看到,这个,消息,心里,一,震, ,愿,你,世界,另一边,能做,自己,喜欢,事情,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 17:58:34,3.0,人扎__,真希望这个评论会有博主回复,No,No,Yes,"真,希望,这个,评论会,博主,回复,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-12-05 14:40:21,11.0,小啾不乖-,代代 今天重庆有阳光啦！一切都很好 你在的话更好！❤️,No,Yes,No,"代代,今天,重庆,阳光,一切都很好,你,更好,❤,️"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2021-09-07 11:57:42,287.0,敏敏今天也很饿,纪念你的第285天，算算日子，现在的你是不是会开始学着走路了，有没有长新牙齿了，会清清楚楚的喊爸爸妈妈了。我很想你，这是你离开的第285。我家里的玫瑰花还没有凋零，你也是,No,Yes,No,"纪念,你,第285天,算算,日子,现在,你,是不是,开始,学,走路,有没有,长,新,牙齿,清清楚楚,喊,爸爸妈妈,我,想你,你,离开,第285,我,家里,玫瑰,花,还没有,凋零,你,也是,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 17:57:33,3.0,BLUE_cyan,谢谢你给我们带来快乐，谢谢你，漂亮可爱温柔的女孩,No,Yes,No,"谢谢,你,我们,带来,快乐,谢谢,你,漂亮,可爱,温柔,女孩,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2021-03-10 14:41:11,106.0,敏敏今天也很饿,我的宝贝应该已经满百日了，很想你哦，现在的你一定有着疼爱你的爸爸妈妈有着幸福的家庭，我们都在陪着你慢慢长大,No,Yes,No,"我,宝贝,应该,已经,满,百日,想你,现在,你,一定,有着,疼爱,你,爸爸妈妈,有着,幸福,家庭,我们,陪着,你,慢慢,长大"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-28 16:53:38,4.0,池田七帆七田池,姐姐 再见 辛苦了 再见,No,Yes,No,"姐姐,再见,辛苦,再见,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-12-02 16:17:08,8.0,小啾不乖-,今天重庆也好冷哦！好想代代,Yes,Yes,No,"今天,重庆,也好,冷,好想,代代,"
玫瑰机关枪,pua/抑郁症/自杀,2020-11-23 19:04:00,2020-11-27 21:13:56,4.0,是美味佳肴呀,怎么回事啊！看前几天的微博都是很温柔乐观的人呐，怎么突然就…出什么事了吗呜呜呜,No,Yes,No,"怎么回事,前几天,微博,都是,温柔,乐观,人,呐,怎么,突然,…,出什么事,呜呜呜,"
