User_ID,Cause_of_Death,Last_Post_Time,Comment_Time,Relative_Elapsed_Time,Commenter_Name,Comment,Tree_Hole,Wailing_Wall,Not_Related,Comments_Split
走饭,抑郁症/自杀,2012-03-18 10:54:00,2017-05-15 13:16:06,1884.0,我不是你的猫猫,能不能悄悄带走我，不要惊动我的父母，就像我从来不存在在这个世界一样。,Yes,No,No,"能不能,悄悄,带走,我,不要,惊动,我,父母,就像,我,从来,不存在,这个,世界,一样"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2017-01-14 01:03:14,1762.0,北河叁首,突然想到《人间失格》里的一句话 我曾经无数次祈祷自己被人杀死 却从未有动过要杀人的念头 那是因为我觉得 这样做只会给他们幸福 对啊 让伤害过我的人活着吧 活着比死难多了 让他们受尽磨难吧 我始终相信因果报应,Yes,No,No,"突然想到,人间失格,里,一句话,我,曾经,无数次,祈祷,自己,被,人,杀死,从未有,动,过,杀人,念头,是因为,我,觉得,这样做,只会,他们,幸福,对,伤害,过,我,人,活着,活着,比,死难,多,他们,受尽,磨难,我,始终,相信,因果,报应"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2016-09-17 10:31:43,1643.0,流花溪边落花飞,饭饭，有个姓乔英文名叫kimi的大男孩去你那边了哦。他会弹吉他会唱歌笑起来很好看呢。他有可爱的虎牙，有一个热血摇滚的梦，有一个rock的性格，笑起来嘴角坏坏但其实内心很暖好到不行。你见到他了一定会喜欢他的，希望他下辈子可以在一个普通家庭好好活着，哪怕我不再认识他。也没关系。,Yes,Yes,No,"饭饭,姓,乔,英文,名叫,kimi,大男孩,你,那边,他,弹吉他,唱歌,笑起来,好看,他,可爱,虎牙,一个,热血,摇滚,梦,一个,rock,性格,笑起来,嘴角,坏,坏,其实,内心,很暖,好,不行,你,见到,他,一定,喜欢,他,希望,他,下辈子,可以,一个,普通家庭,好好,活着,哪怕,我,不再,认识,他,没关系,"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2017-07-21 00:03:43,1950.0,害羞笨蛋,多少人 在 隔着屏幕哭呢,Yes,No,No,"多少人, ,隔着,屏幕,哭,"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2017-07-05 21:15:36,1935.0,超甜的吴秋秋,"你看,贴吧也封禁了,帖子也被删除了,只要关于一点轻生的话题都会被网络封禁,饭饭你看,我们这一部分的人,是不是本来就不允许被存在",Yes,Yes,No,"你,贴吧,封禁,帖子,被,删除,只要,关于,一点,轻生,话题,都会,被,网络封禁,饭饭,你,我们,一部分,人,是不是,本来,不允许,被,存在,"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2018-06-09 16:57:43,2274.0,林野鹿呢,当你正在死去，突然间每个人都爱你。,No,Yes,No,"当,你,正在,死去,突然间,每个人,爱,你"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2018-05-22 04:33:46,2255.0,聚窟州大小姐,割腕死不了 安眠药没有 跳楼太难看 其实都是借口 是我厌恶世界 却又贪生怕死,Yes,No,No,"割腕,死不了,安眠药,没有,跳楼,难看,其实,都是,借口,我,厌恶,世界,贪生怕死,"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2022-03-15 08:25:56,3648.0,李痘痘不长痘,这十年，一路走好。,No,Yes,No,",十年,一路走好"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2017-06-01 02:29:37,1900.0,小鱼一网不捞鱼,“你出去运动运动 跟别人交流交流” 每次听到别人说这句话 我就觉得这天儿聊不下去了,Yes,No,No,"“,你,出去,运动,运动,别人,交流,交流,”,每次,听到,别人,说,这句话,我,觉得,这天,儿,聊,下去"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2016-11-27 19:54:40,1715.0,KyuRyoo,坚强的人早已自刎，脆弱的人还苟且偷生。,Yes,No,No,"坚强,人,早已,自刎,脆弱,人,苟且偷生"
走饭,抑郁症/自杀,2012-03-18 10:54:00,2017-02-27 13:04:32,1807.0,Belarust,很多人都在这下面说过想死，但最后都没有死，可是我知道他们是真的想过死的。,Yes,No,No,"很多人,下面,说过,想死,最后,没有死,可是,我,知道,他们,真的,想过,死,"
