User_ID,Cause_of_Death,Last_Post_Time,Comment_Time,Relative_Elapsed_Time,Commenter_Name,Comment,Tree_Hole,Wailing_Wall,Not_Related,Comments_Split
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-19 19:43:20,81.0,废物仙子,郑同学你好，粉色头发很酷哦，你一定撑了好久才做出这个选择。希望你知道你没有做错任何事，希望你下辈子更幸福。我30了，没有结婚打算丁克，我也喜欢染发，现在顶着一头掉色的红发，去年在朋友圈和微博声援过你，我曾经也因发色受到过偏见，现在我更勇敢了。谢谢你,Yes,Yes,No,"郑同学,你好,粉色,头发,很酷,你,一定,撑,好久,才,做出,这个,选择,希望,你,知道,你,没有做错,任何事,希望,你,下辈子,更,幸福,我,30,没有,结婚,打算,丁克,我,喜欢,染发,现在,顶着,一头,掉色,红发,去年,朋友,圈,微博,声援,过,你,我,曾经,因,发色,受到过,偏见,现在,我,更,勇敢,谢谢,你,"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-19 17:55:25,81.0,也词又胖了五斤,姐姐，走的不应该是你,No,Yes,No,"姐姐,走,不应该是,你,"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-19 21:44:31,82.0,尖叫憨堡包,我可能要来找你了 姐姐,Yes,Yes,No,"我,可能,找,你,姐姐"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-19 17:56:57,81.0,小镇里的花哟,天啊宝贝！！！我真的见证了你的整个青春期我的b站会员还是你给我的邀请码，我的天哪...我接受不了...,No,Yes,No,"天啊,宝贝,我,真的,见证,你,整个,青春期,我,b站,会员,还是,你,我,邀请码,我的天哪,.,.,.,我,接受,不了,.,.,."
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-01-02 00:31:04,33.0,窝里浅笑,亲爱的你，新年快乐呀新的一年里身体健康，也要快快乐乐平平安安的祝你一切都好呀,No,Yes,No,"亲爱的,你,新年,快乐,新的一年,里,身体健康,快,快乐,乐,平平安安,祝,你,一切,好,"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2022-11-29 23:28:08,0.0,星野飛鳥,我还是觉得郑灵华很漂亮喔 要加油～,No,Yes,No,"我,还是,觉得,郑灵华,漂亮,喔,加油"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-19 15:31:08,81.0,BUNNYNUNU,一路走好 学姐,No,Yes,No,"一路走好,学姐"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2022-11-29 20:46:24,0.0,一抹晴空寒雨初晴,本来想买东西的，下雨天不方便,Yes,No,No,"本来,想买,东西,下雨天,不方便,"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-19 18:21:17,81.0,_麻辣小龙虾-,最近没看微博，我们还是互关……真的很抱歉没有鼓励你到最后一刻………,No,Yes,No,"最近,微博,我们,还是,互,关,…,…,真的,抱歉,没有,鼓励,你,最后一刻,…,…,…,"
鸡蛋姬,黄谣/网暴/抑郁症/自杀,2022-11-29 20:33:00,2023-02-20 16:42:26,82.0,月亮脸橙桔荔,真的很难过以这样方式认识你。送给你。,No,Yes,No,"真的,难过,以,这样,方式,认识,你,送给,你"
