User_ID,Cause_of_Death,Last_Post_Time,Comment_Time,Relative_Elapsed_Time,Commenter_Name,Comment,Tree_Hole,Wailing_Wall,Not_Related,Comments_Split
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:28:26,0.0,Lucky_Rosty,经历了这么多已经熬过来了，没必要因为网上的质疑就做傻事，你还没有把那两个魔鬼送进监狱，你才十几岁以后有很多美好的事情在等着你，千万别做傻事，你如果出事了你的亲生父母只会觉得少了个隐患，难过的是你舅舅舅妈还有姥姥，马上过年了你让他们怎么办啊,No,Yes,No,"经历了,这么多,已经,熬过来,没必要,因为,网上,质疑,做傻事,你,还没有,把,两个,魔鬼,送进,监狱,你,才,十几岁,以后,有很多,美好,事情,等着,你,千万别,做傻事,你,如果,出事,你,亲生,父母,只会,觉得,少,隐患,难过,你,舅舅,舅妈,还有,姥姥,马上,过年,你,他们,怎么办,"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:49:37,0.0,飘忽在星际的不明物体-,骂你的都是小号，而我们这些支持你的是实打实的大号啊，你在闹着玩对不对，你还可以看到对不对，坚强起来起诉他们啊，我们陪你，只要你好好的,No,Yes,No,"骂,你,都是,小号,而,我们,这些,支持,你,实打实,大号,你,闹着玩,对不对,你,可以,看到,对不对,坚强,起来,起诉,他们,我们,陪,你,只要,你,好好的"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:08:57,0.0,摇一摇大肉包,我不许你自杀！傻瓜！不要！未来太美好！不要！,No,Yes,No,"我,不许,你,自杀,傻瓜,不要,未来,美好,不要,"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 01:22:24,0.0,也方艺术,学州，阿姨给你微博发过私信，让你打电话给我，是我不积极，我主动找你的联系方式就好了。我知道是没有合适的大人开导你,No,Yes,No,"学州,阿姨,你,微博,发,过,私信,你,打电话,我,我,积极,我,主动,找,你,联系,方式,就好,我,知道,没有,合适,大人,开导,你,"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 01:30:28,0.0,志愿者彭高峰,正想办法呢，联系的人都联系了，打了三亚的电话报警了，警方很快会找到他，等消息！这孩子！我还和他连过一次麦！,No,No,Yes,"正,想办法,联系,人,联系,打,三亚,电话报警,警方,很快,找到,他,等,消息,孩子,我,他,连,过,一次,麦,"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:26:26,0.0,漠城叨哥爱生活,黑粉们，这是你们要的结果么？,Yes,No,No,"黑粉们,你们,结果,么"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:25:38,0.0,我南人的超级经纪人,虽然没有合格的父母  但是以后你可以成为很好的爸爸啊  如果你能靠自己读完大学  帅炸了好吗  再找一份好工作   报答家人  给他们盖新房子  找到自己喜欢的人  和喜欢的人做想做什么的事  然后有自己的小家  多幸福哇  苦难都是短暂的  后边的人生才精彩@刘学州a,No,Yes,No,"虽然,没有,合格,父母,  ,但是,以后,你,可以,成为,很好,爸爸,啊  ,如果,你,靠,自己,读完,大学,  ,帅炸,好吗  ,再,找,一份,好,工作,   ,报答,家人  ,他们,盖,新房子, ,找到,自己,喜欢,的人  ,喜欢,的人,做,想做什么,事  ,然后,自己,小家, ,多,幸福, ,苦难,都是,短暂, ,后边,人生,才,精彩,@刘学州a"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:07:31,0.0,摇一摇大肉包,加油，洲洲，真希望你是我弟弟，我就能给你一些家庭的温暖。我有一个弟弟，小时候给他打了好几次架，因为他被人欺负，我一个女生把一个男生打哭了。谁欺负我弟弟，我和他玩命。我在石家庄，如果需要朋友，可以来找我，我认你做干弟弟。,No,Yes,No,"加油,洲洲,真,希望,你,我,弟弟,我,就能,你,一些,家庭,温暖,我,一个,弟弟,小时候,他,打,好,几次,架,因为,他,被,人,欺负,我,一个,女生,把,一个,男生,打哭,谁,欺负,我,弟弟,我,他,玩命,我,石家庄,如果,需要,朋友,可以,找,我,我,认,你,做,干,弟弟,"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 01:42:03,0.0,Qc-7ovei,姥姥把你带走的那一晚，已经是上天对你被拐卖的眷顾了，所以你要好好珍惜这第二次生命。你可以把这次机会看待发生的一切是公平的，要时刻保持乐观。经历过了这么多，又怎能轻易被网上一些人给打倒，你不妨想想能说出那些话的人都是什么学历，人生长路漫漫，越努力越幸运，一切都会越来越好，希望见阅。,No,Yes,No,"姥姥,把,你,带走,一晚,已经,上天,对,你,被,拐卖,眷顾,所以,你,好好,珍惜,第二次,生命,你,可以,把,这次,机会,看待,发生,一切,公平,时刻,保持,乐观,经历过了,这么多,怎能,轻易,被,网上,一些人,打倒,你,不妨,想想,说出,那些话,人,都是,什么,学历,人生,长路漫漫,越,努力,越,幸运,一切,都会,越来越好,希望,见阅"
刘学州a,儿童收养/网暴/抑郁症/自杀,2022-01-24 00:02:00,2022-01-24 00:54:24,0.0,jianmengting,这时候自杀了，你的父母该负的责任还没有做，官司都还没有打，倒是便宜了他们,Yes,No,No,"这时候,自杀,你,父母,该,负,责任,还没有,做,官司,还没有,打,倒是,便宜,他们,"
